nr_epochs,iou_score,f1_score,f2_score,accuracy,recall
46,0.5587259531021118,0.7169007658958435,0.7790098190307617,0.7977666258811951,0.8645879626274109
47,0.3933609426021576,0.5646217465400696,0.5909098982810974,0.7087156176567078,0.6260095238685608
48,0.4963724613189697,0.6634343266487122,0.6636457443237305,0.791409969329834,0.7006070017814636
49,0.48759931325912476,0.6555519104003906,0.6723847389221191,0.7773481011390686,0.7078733444213867
50,0.4718415141105652,0.6411581039428711,0.6487427949905396,0.7733047008514404,0.6799428462982178
0,0.09909240901470184,0.18031679093837738,0.24902541935443878,0.27006468176841736,0.33234378695487976
1,0.3359157145023346,0.5028995275497437,0.7052491903305054,0.41274404525756836,0.9721037149429321
2,0.3995383083820343,0.570957362651825,0.739844799041748,0.5731084942817688,0.9412274360656738
3,0.4187678098678589,0.5903260707855225,0.7479414343833923,0.6107493042945862,0.9330235123634338
4,0.4325728118419647,0.6039104461669922,0.7532997131347656,0.6352916955947876,0.9246242642402649
5,0.4409002661705017,0.6119788885116577,0.763922929763794,0.6421985626220703,0.9364020824432373
6,0.43978452682495117,0.610903263092041,0.7570561170578003,0.6463605165481567,0.9263617992401123
7,0.4431833028793335,0.6141746640205383,0.7606080770492554,0.6497921943664551,0.925501823425293
8,0.45357125997543335,0.6240784525871277,0.7657074332237244,0.664994478225708,0.9267697334289551
9,0.46798497438430786,0.6375882029533386,0.7660518288612366,0.6899353265762329,0.912689745426178
10,0.46959659457206726,0.6390823125839233,0.7615218162536621,0.6960736513137817,0.9064788222312927
11,0.4659608006477356,0.6357070207595825,0.7570769786834717,0.6935584545135498,0.9037970900535583
12,0.4649251401424408,0.6347424983978271,0.7626309394836426,0.6875020265579224,0.9129645228385925
13,0.46916699409484863,0.6386843323707581,0.7640609741210938,0.6934283971786499,0.9095390439033508
14,0.4750964045524597,0.6441564559936523,0.7649121284484863,0.7023214101791382,0.9063142538070679
15,0.46875929832458496,0.6383064985275269,0.7490023970603943,0.7041705846786499,0.8861521482467651
16,0.4714893400669098,0.640832781791687,0.7586220502853394,0.7012985944747925,0.8981930613517761
17,0.46794140338897705,0.6375477910041809,0.7578911185264587,0.6961619257926941,0.8983902931213379
18,0.46819713711738586,0.6377851366996765,0.7481729388237,0.7039064764976501,0.8839039206504822
19,0.4613417088985443,0.6313947439193726,0.7668861746788025,0.6779451966285706,0.9215350151062012
20,0.46986889839172363,0.639334499835968,0.7549394965171814,0.7014860510826111,0.8950993418693542
21,0.44989269971847534,0.6205875277519226,0.7376533150672913,0.6820070147514343,0.875263512134552
22,0.466447114944458,0.6361594796180725,0.7494506239891052,0.7001773118972778,0.8871701955795288
23,0.47891050577163696,0.6476531624794006,0.767002284526825,0.7067483067512512,0.9080018401145935
24,0.4708339273929596,0.6402271389961243,0.7534268498420715,0.7041352391242981,0.8918942213058472
25,0.47825494408607483,0.6470533609390259,0.7641727924346924,0.70778888463974,0.9040226340293884
26,0.4765431582927704,0.6454849243164062,0.7609865069389343,0.7074621915817261,0.9000889658927917
27,0.47057124972343445,0.6399843096733093,0.7500926852226257,0.7061913013458252,0.88653165102005
28,0.47697702050209045,0.645882785320282,0.7714428305625916,0.7004517316818237,0.9129218459129333
29,0.4717336595058441,0.6410584449768066,0.7532665729522705,0.7056592702865601,0.8891163468360901
30,0.47910383343696594,0.6478298306465149,0.7641750574111938,0.70909184217453,0.9065781235694885
31,0.4753432273864746,0.6443833112716675,0.7635927200317383,0.7036855220794678,0.906480073928833
32,0.47380635142326355,0.64296954870224,0.77033531665802,0.6961962580680847,0.9155962467193604
33,0.48134881258010864,0.6498791575431824,0.7730132341384888,0.7061632871627808,0.9164037704467773
34,0.47226011753082275,0.6415444612503052,0.7552030086517334,0.705051600933075,0.8970767259597778
35,0.4656487703323364,0.635416567325592,0.7465249300003052,0.7011176347732544,0.8829140067100525
36,0.47032997012138367,0.6397611498832703,0.7551721930503845,0.7020419836044312,0.894191324710846
37,0.46756911277770996,0.6372022032737732,0.750451385974884,0.7012078762054443,0.8912251591682434
38,0.4728670120239258,0.6421041488647461,0.7529643774032593,0.7076383829116821,0.8923146724700928
39,0.43111008405685425,0.6024834513664246,0.7141481041908264,0.668590784072876,0.8530071973800659
40,0.4266366958618164,0.5981013774871826,0.7269079089164734,0.6484242081642151,0.8785715699195862
41,0.46123015880584717,0.6312902569770813,0.7394983172416687,0.6994056701660156,0.8750232458114624
42,0.4607912003993988,0.6308789849281311,0.7565467357635498,0.6853513121604919,0.9021055698394775
43,0.4695230722427368,0.6390141844749451,0.7526141405105591,0.7026787996292114,0.890509307384491
44,0.47216928005218506,0.6414605975151062,0.7577721476554871,0.7030065655708313,0.8983246088027954
45,0.46993377804756165,0.6393944621086121,0.7519059777259827,0.7038529515266418,0.8919621706008911
46,0.4650519788265228,0.6348606944084167,0.7487318515777588,0.698489248752594,0.889563798904419
47,0.4734773635864258,0.6426666378974915,0.7565789818763733,0.7059347033500671,0.8967911005020142
48,0.47220632433891296,0.6414948105812073,0.7561311721801758,0.7042815685272217,0.8963286876678467
49,0.46728622913360596,0.6369394063949585,0.7481575608253479,0.7024834156036377,0.8865756988525391
50,0.4710855185985565,0.6404597163200378,0.7540130615234375,0.7040947079658508,0.8936256766319275
0,0.4208707809448242,0.5924124717712402,0.7599764466285706,0.6900463700294495,0.9360313415527344
1,0.3516165614128113,0.5202903747558594,0.7129774689674377,0.461925745010376,0.9579402208328247
2,0.3804706633090973,0.5512187480926514,0.7308800220489502,0.5313547849655151,0.9519559144973755
3,0.4260338246822357,0.5975086688995361,0.7377325296401978,0.6368460655212402,0.905559778213501
4,0.43232905864715576,0.6036728024482727,0.7511060833930969,0.6369035243988037,0.9230064749717712
5,0.4369887113571167,0.6082006096839905,0.7563096284866333,0.6414574980735779,0.9263768792152405
6,0.43842485547065735,0.6095901727676392,0.764489471912384,0.6366275548934937,0.9388758540153503
7,0.46226704120635986,0.6322607398033142,0.7571157217025757,0.6873925924301147,0.9053404331207275
8,0.470219224691391,0.6396586298942566,0.7566869854927063,0.700731635093689,0.8967351913452148
9,0.48937201499938965,0.6571521162986755,0.7606097459793091,0.7266990542411804,0.8818222880363464
10,0.4947969913482666,0.6620256900787354,0.7469320893287659,0.7429630756378174,0.8426406979560852
11,0.5023022890090942,0.6687099933624268,0.7660538554191589,0.740908682346344,0.8787593841552734
12,0.5069688558578491,0.6728325486183167,0.7515444159507751,0.755673348903656,0.8517563343048096
13,0.5165613293647766,0.6812270879745483,0.7497268319129944,0.7681987285614014,0.8435203433036804
14,0.5248337388038635,0.6883816123008728,0.7394344806671143,0.7829281687736511,0.8206720948219299
15,0.5191977024078369,0.6835156679153442,0.731916606426239,0.7807419300079346,0.8118590116500854
16,0.5290296077728271,0.6919808387756348,0.7348596453666687,0.7896714210510254,0.8057206869125366
17,0.532323956489563,0.6947929859161377,0.7529681921005249,0.7840518951416016,0.8400433659553528
18,0.5396841764450073,0.701032280921936,0.7679386138916016,0.7843983769416809,0.8619430661201477
19,0.5257846713066101,0.6891990303993225,0.7417151927947998,0.7827773690223694,0.8155556917190552
20,0.5337321758270264,0.6959913372993469,0.749339759349823,0.7873678207397461,0.830436646938324
21,0.536171019077301,0.6980616450309753,0.7590999007225037,0.7850704193115234,0.8452947735786438
22,0.5417385101318359,0.7027631402015686,0.7379584312438965,0.8009503483772278,0.8068020939826965
23,0.5497196912765503,0.7094440460205078,0.740727424621582,0.8073287606239319,0.8043472766876221
24,0.5373974442481995,0.6991002559661865,0.72397780418396,0.8032460808753967,0.7863403558731079
25,0.553173840045929,0.7123141288757324,0.7440606355667114,0.8090837001800537,0.8090780973434448
26,0.5462056398391724,0.7065110206604004,0.7279497981071472,0.8097440004348755,0.7845315337181091
27,0.5504810810089111,0.7100777626037598,0.7454975843429565,0.8059122562408447,0.8115057349205017
28,0.549753725528717,0.7094722986221313,0.7411224842071533,0.8071842789649963,0.8071442246437073
29,0.5518603324890137,0.7112242579460144,0.7458511590957642,0.8070589303970337,0.8116101026535034
30,0.5549439787864685,0.7137800455093384,0.7380310893058777,0.8133411407470703,0.797055184841156
31,0.5644452571868896,0.721591591835022,0.7769144177436829,0.805267870426178,0.8573341965675354
32,0.5487262606620789,0.7086161971092224,0.7533157467842102,0.8006673455238342,0.8290783166885376
33,0.5492076277732849,0.7090174555778503,0.7695041298866272,0.7935858368873596,0.8553222417831421
34,0.5418117046356201,0.7028247117996216,0.716987669467926,0.8105740547180176,0.7726649641990662
35,0.5521789193153381,0.7114887833595276,0.7408700585365295,0.8095640540122986,0.8077008724212646
36,0.555593729019165,0.7143173217773438,0.7581045031547546,0.8051362037658691,0.8306862711906433
37,0.555229127407074,0.7140158414840698,0.7410402297973633,0.812300443649292,0.807955265045166
38,0.5457034111022949,0.7060907483100891,0.7330336570739746,0.8070006370544434,0.7933467030525208
39,0.5800236463546753,0.7341961860656738,0.786505937576294,0.8157218098640442,0.8603767156600952
40,0.5121455788612366,0.6773759722709656,0.724545419216156,0.776917576789856,0.7961459755897522
41,0.49941208958625793,0.6661438345909119,0.7530562877655029,0.7451837062835693,0.8543160557746887
42,0.5407133102416992,0.7018999457359314,0.7535851001739502,0.7925238013267517,0.8317832350730896
43,0.5219168066978455,0.6858677268028259,0.7644294500350952,0.7663335800170898,0.8582895994186401
44,0.5605664849281311,0.7184141278266907,0.7677098512649536,0.8056175112724304,0.8426792621612549
45,0.5676634907722473,0.7242159843444824,0.7924674153327942,0.8015042543411255,0.872990071773529
46,0.5596626400947571,0.7176713943481445,0.7647815346717834,0.8060503005981445,0.8391020894050598
47,0.5754568576812744,0.7305269837379456,0.7781567573547363,0.8150160312652588,0.8495577573776245
48,0.5567041635513306,0.7152343988418579,0.7697758674621582,0.8009549975395203,0.8514053821563721
49,0.5579612851142883,0.7162710428237915,0.7510154843330383,0.8104865550994873,0.8165256977081299
50,0.5548643469810486,0.7137141823768616,0.7559925317764282,0.8053832054138184,0.8294796943664551
